cm1,intensity
268.0,0.00046893335157297466
269.0,0.000503818296128455
270.0,0.0005454408128458852
271.0,0.0005954727511586182
272.0,0.0006561047219003676
273.0,0.0007302273048069052
274.0,0.0008216725858886729
275.0,0.0009355218367225791
276.0,0.0010784577408083447
277.0,0.0012590575769166475
278.0,0.001487710601017111
279.0,0.0017753514056567314
280.0,0.0021292603920742424
281.0,0.002543081250120653
282.0,0.0029794532512769285
283.0,0.0033541086435109548
284.0,0.0035511590045596486
285.0,0.00349190255561324
286.0,0.003201408666115352
287.0,0.0027858784223910595
288.0,0.0023524491544379632
289.0,0.001963472360776108
290.0,0.0016399252478520431
291.0,0.0013803289413224318
292.0,0.0011749567961732905
293.0,0.0010128379438631232
294.0,0.0008843469927167188
295.0,0.0007817916355523919
296.0,0.000699265387736202
297.0,0.0006323065119676362
298.0,0.0005775605672252532
299.0,0.0005325031660424409
300.0,0.0004952282681168823
301.0,0.0004642918832739615
302.0,0.0004385986600667998
303.0,0.0004173205555784182
304.0,0.00039983935122317254
305.0,0.00038570714728199264
306.0,0.00037462089825613293
307.0,0.0003664085681547349
308.0,0.0003610256580132289
309.0,0.00035856167540277215
310.0,0.00035925632716466484
311.0,0.0003635239876952737
312.0,0.0003719801045424756
313.0,0.00038544934225586303
314.0,0.0004049012797964441
315.0,0.0004311878718804284
316.0,0.00046434548515110713
317.0,0.0005021943192351341
318.0,0.0005385075641396635
319.0,0.0005627723628731041
320.0,0.0005647783572252386
321.0,0.0005423725601342044
322.0,0.0005033826216134596
323.0,0.0004590143133540819
324.0,0.0004172999212312125
325.0,0.000381752725678116
326.0,0.0003529444218632556
327.0,0.0003301736838746872
328.0,0.00031241423653009386
329.0,0.00029870642742269325
330.0,0.0002882595653878055
331.0,0.0002804183771977906
332.0,0.00027455685375209714
333.0,0.0002699496459209231
334.0,0.0002657480494056115
335.0,0.0002612254660650768
336.0,0.00025615946203150447
337.0,0.00025086916994869685
338.0,0.0002458362046477759
339.0,0.0002413775624223402
340.0,0.0002375936439923205
341.0,0.00023445244211735402
342.0,0.00023187092115185433
343.0,0.0002297590546521557
344.0,0.00022803696560277733
345.0,0.00022663901124448044
346.0,0.00022551286523061565
347.0,0.0002246172036553477
348.0,0.00022391935669766
349.0,0.00022339333571687092
350.0,0.00022301828952983862
351.0,0.000222777331360196
352.0,0.0002226566565673346
353.0,0.00022264487947529007
354.0,0.0002227325326092876
355.0,0.0002229116857829973
356.0,0.00022317565380810102
357.0,0.00022351877010258662
358.0,0.0002239362096747952
359.0,0.0002244238494253433
360.0,0.00022497815691349817
361.0,0.0002255961010382379
362.0,0.00022627507974812963
363.0,0.00022701286110378326
364.0,0.00022780753490265516
365.0,0.00022865747273021928
366.0,0.000229561294788665
367.0,0.0002305178422200585
368.0,0.0002315261539178471
369.0,0.00023258544703198732
370.0,0.00023369510053563794
371.0,0.00023485464134749467
372.0,0.00023606373260238146
373.0,0.00023732216374026423
374.0,0.0002386298421453144
375.0,0.00023998678611570324
376.0,0.00024139311898420865
377.0,0.00024284906424160084
378.0,0.00024435494154072127
379.0,0.00024591116348044524
380.0,0.00024751823308627946
381.0,0.0002491767419189396
382.0,0.0002508873687544729
383.0,0.0002526508787898155
384.0,0.0002544681233364457
385.0,0.00025634003997235586
386.0,0.0002582676531291102
387.0,0.0002602520750965175
388.0,0.000262294507432563
389.0,0.00026439624277085867
390.0,0.0002665586670220956
391.0,0.00026878326196989947
392.0,0.0002710716082652007
393.0,0.00027342538882679036
394.0,0.0002758463926592098
395.0,0.0002783365191025775
396.0,0.00028089778253243404
397.0,0.0002835323175312564
398.0,0.0002862423845569789
399.0,0.00028903037613773415
400.0,0.0002918988236261327
401.0,0.0002948504045507922
402.0,0.00029788795060755875
403.0,0.00030101445633800265
404.0,0.0003042330885483902
405.0,0.0003075471965284914
406.0,0.0003109603231363889
407.0,0.00031447621682299695
408.0,0.0003180988446783884
409.0,0.00032183240659140885
410.0,0.0003256813506245918
411.0,0.00032965038971824733
412.0,0.0003337445198510512
413.0,0.00033796903979976453
414.0,0.0003423295726582451
415.0,0.00034683208929612897
416.0,0.0003514829339610077
417.0,0.00035628885225533213
418.0,0.0003612570217513945
419.0,0.0003663950855453647
420.0,0.00037171118909460916
421.0,0.0003772140207296555
422.0,0.0003829128562755633
423.0,0.000388817608234302
424.0,0.0003949388799087707
425.0,0.0004012880245390112
426.0,0.0004078772086307063
427.0,0.0004147194765415927
428.0,0.0004218288093663163
429.0,0.00042922016680275055
430.0,0.000436909507799345
431.0,0.0004449138343237717
432.0,0.00045325139060231216
433.0,0.0004619420985765141
434.0,0.00047100796773557864
435.0,0.00048047313352173824
436.0,0.0004903637027901041
437.0,0.0005007077863890622
438.0,0.0005115357570644207
439.0,0.0005228805927059724
440.0,0.0005347782311258368
441.0,0.000547267934312518
442.0,0.0005603926803385782
443.0,0.0005741995998692794
444.0,0.0005887404707441844
445.0,0.0006040722827324315
446.0,0.0006202578850699589
447.0,0.0006373667311004621
448.0,0.0006554757369005167
449.0,0.0006746702740782894
450.0,0.0006950453210557831
451.0,0.0007167068022335578
452.0,0.0007397731507277885
453.0,0.0007643771381747745
454.0,0.0007906680248260487
455.0,0.0008188140953400562
456.0,0.0008490056610093132
457.0,0.0008814586285581785
458.0,0.0009164187603122976
459.0,0.0009541667820791076
460.0,0.000995024535632331
461.0,0.0010393624251443466
462.0,0.0010876084751608214
463.0,0.0011402594070790235
464.0,0.0011978942588684528
465.0,0.001261191229032179
466.0,0.0013309486345536204
467.0,0.0014081111534083339
468.0,0.001493802902761048
469.0,0.0015893694233692181
470.0,0.0016964313548014647
471.0,0.0018169535748270992
472.0,0.001953334954682014
473.0,0.0021085258152055133
474.0,0.0022861828941992852
475.0,0.002490875489685493
476.0,0.002728361895858324
477.0,0.0030059629235105628
478.0,0.0033330699540423973
479.0,0.00372183933373627
480.0,0.0041881430334179265
481.0,0.004752864992847456
482.0,0.005443643810532511
483.0,0.006297136262353561
484.0,0.007361733565450483
485.0,0.008700204082324064
486.0,0.010390495633330712
487.0,0.01251994507937002
488.0,0.015161969854697177
489.0,0.018315129153833962
490.0,0.021783807419380102
491.0,0.025030736828236866
492.0,0.02718159088265175
493.0,0.02743734923155414
494.0,0.025698875404896154
495.0,0.02265692543200449
496.0,0.01922112827645129
497.0,0.016015607059119755
498.0,0.013300655543070961
499.0,0.01110865586183283
500.0,0.00937597495627604
501.0,0.008015640552004053
502.0,0.006946969873194031
503.0,0.00610402285805374
504.0,0.005435703377025655
505.0,0.004903309336118169
506.0,0.004477766083850519
507.0,0.004137253700386799
508.0,0.003865360364532762
509.0,0.003649704894633233
510.0,0.0034809291333867103
511.0,0.003351967505504276
512.0,0.0032575201588232383
513.0,0.003193675116019125
514.0,0.003157640424316828
515.0,0.003147559166828168
516.0,0.003162389092054403
517.0,0.003201835373750802
518.0,0.0032663303903029827
519.0,0.0033570590436212697
520.0,0.0034760325422457817
521.0,0.0036262181523132016
522.0,0.0038117373507938752
523.0,0.004038149693330888
524.0,0.004312842544246649
525.0,0.004645541445816073
526.0,0.0050489256475222824
527.0,0.0055392364098481054
528.0,0.0061365059593464265
529.0,0.006863421595999833
530.0,0.007740622542110694
531.0,0.008774635313052554
532.0,0.009935551713048064
533.0,0.011133805840786902
534.0,0.012234056756585036
535.0,0.013144634650332906
536.0,0.013922042146672859
537.0,0.014761529466378093
538.0,0.01589215108283021
539.0,0.017508286267248208
540.0,0.019774147027458673
541.0,0.02285420180518092
542.0,0.026929911984165292
543.0,0.03217939287699934
544.0,0.03868702574085438
545.0,0.046233037343139376
546.0,0.053957828123874965
547.0,0.06013853407642194
548.0,0.06267682592490328
549.0,0.06048897672068327
550.0,0.054451868681288214
551.0,0.04662170839262178
552.0,0.03879908109043751
553.0,0.03192640212228137
554.0,0.026265075159262297
555.0,0.02173724600029899
556.0,0.018152992029312427
557.0,0.015315218070350788
558.0,0.013055747704501049
559.0,0.011241665751549189
560.0,0.009771296606847741
561.0,0.00856781102831059
562.0,0.0075732644335887115
563.0,0.006743796111838303
564.0,0.006045986814959526
565.0,0.005454166110659246
566.0,0.004948441786612833
567.0,0.004513260129001213
568.0,0.004136350959617103
569.0,0.0038079502946997547
570.0,0.0035202235304384096
571.0,0.003266834078935073
572.0,0.0030426181433010303
573.0,0.0028433374940156795
574.0,0.002665490005469379
575.0,0.002506163300451088
576.0,0.0023629208213791233
577.0,0.0022337124841161644
578.0,0.0021168041100942748
579.0,0.0020107213093690864
580.0,0.001914204564209801
581.0,0.0018261730539282759
582.0,0.001745695346974639
583.0,0.001671965522510267
584.0,0.0016042836109978185
585.0,0.0015420394906714694
586.0,0.00148469956486758
587.0,0.0014317956892038216
588.0,0.0013829159285252376
589.0,0.0013376968095043834
590.0,0.0012958168017979754
591.0,0.001256990813202061
592.0,0.0012209655256687193
593.0,0.0011875154318828297
594.0,0.001156439458270143
595.0,0.0011275580812862053
596.0,0.001100710860748093
597.0,0.0010757543276901868
598.0,0.0010525601754315715
599.0,0.00103101371177
600.0,0.001011012537889854
601.0,0.0009924654260296507
602.0,0.0009752913734773516
603.0,0.000959418815282598
604.0,0.0009447849823967925
605.0,0.000931335395958113
606.0,0.0009190234923052569
607.0,0.0009078103772105483
608.0,0.0008976647119662052
609.0,0.000888562738564433
610.0,0.0008804884565602933
611.0,0.0008734339706490353
612.0,0.0008674000359893754
613.0,0.0008623968384810196
614.0,0.000858445060403401
615.0,0.0008555772992096408
616.0,0.0008538399304728701
617.0,0.000853295537292539
618.0,0.0008540260711357313
619.0,0.0008561369677500577
620.0,0.0008597625230890062
621.0,0.0008650729476960928
622.0,0.0008722836774378672
623.0,0.0008816677434997436
624.0,0.0008935723228792569
625.0,0.0009084410402607986
626.0,0.000926844222376971
627.0,0.0009495201725091711
628.0,0.0009774316760451627
629.0,0.0010118433237478377
630.0,0.0010544265252919983
631.0,0.001107399173225106
632.0,0.0011737026309198769
633.0,0.001257201720364691
634.0,0.0013628432222505043
635.0,0.0014965791329015438
636.0,0.0016645660213481864
637.0,0.0018705990224280183
638.0,0.0021101399332762102
639.0,0.0023602372430178093
640.0,0.002571127655670291
641.0,0.0026770844040762054
642.0,0.0026371130797307064
643.0,0.002470121346640786
644.0,0.002237937761678859
645.0,0.001999821836678651
646.0,0.0017890360256641257
647.0,0.001616143098893266
648.0,0.0014797528118655546
649.0,0.0013742359180953598
650.0,0.0012934398356984206
651.0,0.0012320304520175047
652.0,0.0011857752459645242
653.0,0.0011514445443463613
654.0,0.0011266163665283075
655.0,0.0011094876541001017
656.0,0.0010987204710798417
657.0,0.0010933250247042111
658.0,0.0010925734632823223
659.0,0.0010959373260920192
660.0,0.001103042542772238
661.0,0.0011136372954347158
662.0,0.001127569319717408
663.0,0.0011447702113445268
664.0,0.001165245042763922
665.0,0.0011890661352875723
666.0,0.0012163702305566747
667.0,0.001247358605950482
668.0,0.0012822999164416793
669.0,0.0013215357471586012
670.0,0.0013654890481510568
671.0,0.0014146758145303553
672.0,0.0014697205899090828
673.0,0.0015313766295455286
674.0,0.001600551887021477
675.0,0.0016783424176420698
676.0,0.0017660753680790564
677.0,0.0018653645081306912
678.0,0.001978182346384342
679.0,0.0021069543851618246
680.0,0.00225468319505012
681.0,0.002425112987628882
682.0,0.0026229496055683145
683.0,0.002854156836119788
684.0,0.003126358334221424
685.0,0.0034493859320262016
686.0,0.0038360301816892295
687.0,0.004303066859602534
688.0,0.00487264910668881
689.0,0.005574152997870113
690.0,0.006446499576019047
691.0,0.007540731287755598
692.0,0.008921909123866437
693.0,0.01066758318870532
694.0,0.012856009406473112
695.0,0.015529852781532573
696.0,0.018613961228493556
697.0,0.02178213611620088
698.0,0.024360969657703808
699.0,0.025506990792525247
700.0,0.02475476524589486
701.0,0.02242210285454755
702.0,0.019326595344746254
703.0,0.016204987155602615
704.0,0.013451916865275105
705.0,0.011182300964102629
706.0,0.00936915461560659
707.0,0.007937436735838094
708.0,0.006807978718621798
709.0,0.0059128502071573
710.0,0.00519824994511463
711.0,0.004622998627310729
712.0,0.004155988650067855
713.0,0.0037737779309126736
714.0,0.0034586440350791777
715.0,0.003197105280090429
716.0,0.0029788268469046753
717.0,0.0027958202819780877
718.0,0.0026418589369739424
719.0,0.002512049981762376
720.0,0.0024025194122144684
721.0,0.0023101786844155854
722.0,0.0022325505717560334
723.0,0.0021676382661622463
724.0,0.002113826301715618
725.0,0.0020698051024960994
726.0,0.002034513241579987
727.0,0.0020070931267157704
728.0,0.0019868569985790024
729.0,0.0019732609784425684
730.0,0.0019658855310667528
731.0,0.0019644211849144813
732.0,0.001968658725901062
733.0,0.0019784833911567754
734.0,0.0019938728669851784
735.0,0.002014899168533134
736.0,0.0020417347763044616
737.0,0.0020746637590877168
738.0,0.002114099063953156
739.0,0.002160607751629831
740.0,0.0022149467598358346
741.0,0.002278112848758199
742.0,0.0023514117468069933
743.0,0.002436553050609167
744.0,0.0025357785771841545
745.0,0.0026520308405592703
746.0,0.0027891602229231055
747.0,0.0029521416696390275
748.0,0.0031471943887823417
749.0,0.0033815069954229926
750.0,0.003661859208541895
751.0,0.003990752444382802
752.0,0.004358298162189416
753.0,0.00473073828612337
754.0,0.005046450473468473
755.0,0.005240107633439458
756.0,0.005291348615180175
757.0,0.005244557855389893
758.0,0.005172338883966398
759.0,0.005131416751626284
760.0,0.005150250966666531
761.0,0.005237878847205799
762.0,0.0053949380372732055
763.0,0.00562037048217982
764.0,0.00591448569819141
765.0,0.006280166066722448
766.0,0.006723374099326235
767.0,0.007253532128105274
768.0,0.007884036526818955
769.0,0.008633046369623263
770.0,0.009524658733283077
771.0,0.010590601977315147
772.0,0.011872623884635164
773.0,0.013425813075483203
774.0,0.015323153724253873
775.0,0.017661629891691025
776.0,0.020570038012312514
777.0,0.024217994493135924
778.0,0.028823599925139175
779.0,0.034651931429926223
780.0,0.041984276119887615
781.0,0.05101432735990994
782.0,0.06159887410627251
783.0,0.07281780719599425
784.0,0.08255413653720199
785.0,0.08783939100704519
786.0,0.08657827443392377
787.0,0.07930854625298381
788.0,0.06871445729047315
789.0,0.057575561032394466
790.0,0.047538716433039835
791.0,0.03917320861440425
792.0,0.03245459816837038
793.0,0.027136769283903964
794.0,0.02293744797432741
795.0,0.019607579931205495
796.0,0.016947579185383956
797.0,0.014803910387115603
798.0,0.01306037879216727
799.0,0.011629405520526543
800.0,0.010444820045094767
801.0,0.009456331695223247
802.0,0.008625423890791874
803.0,0.007922345119076279
804.0,0.0073239112542628215
805.0,0.006811897321034953
806.0,0.0063718547300523455
807.0,0.00599223559564955
808.0,0.005663739474072235
809.0,0.005378822114315978
810.0,0.005131323032403653
811.0,0.004916180891121001
812.0,0.004729214274811635
813.0,0.004566951556938331
814.0,0.004426497914964433
815.0,0.004305430674189191
816.0,0.004201716422003927
817.0,0.004113644978908277
818.0,0.00403977651870759
819.0,0.003978899021219267
820.0,0.003929993903789333
821.0,0.0038922081749209097
822.0,0.0038648318286454335
823.0,0.003847279483820043
824.0,0.0038390754914351573
825.0,0.0038398419021532463
826.0,0.0038492888180976254
827.0,0.0038672067565815142
828.0,0.0038934607359006794
829.0,0.003927985859706723
830.0,0.0039707842307999865
831.0,0.004021923070500639
832.0,0.004081533958491021
833.0,0.004149813142119468
834.0,0.004227022895234967
835.0,0.004313493936083033
836.0,0.004409628942907677
837.0,0.004515907235893091
838.0,0.0046328907261836425
839.0,0.004761231268278504
840.0,0.004901679592615553
841.0,0.005055096042407408
842.0,0.005222463394909993
843.0,0.005404902114935533
844.0,0.005603688470892037
845.0,0.005820276045175141
846.0,0.006056321296802929
847.0,0.00631371399183989
848.0,0.006594613515645755
849.0,0.006901492332479601
850.0,0.007237188178620975
851.0,0.007604966986462179
852.0,0.008008599067884694
853.0,0.008452451774733099
854.0,0.008941602755516802
855.0,0.00948197911345437
856.0,0.010080529342111403
857.0,0.01074543701071362
858.0,0.011486387986824798
859.0,0.012314906793963224
860.0,0.013244782894492765
861.0,0.014292614816901689
862.0,0.015478509902294466
863.0,0.016826991162504575
864.0,0.018368181954972515
865.0,0.020139366244001238
866.0,0.02218706052442566
867.0,0.02456978773945619
868.0,0.027361819565509083
869.0,0.030658257562713332
870.0,0.03458196270343181
871.0,0.039293018500658375
872.0,0.04500159704201235
873.0,0.051985181721094585
874.0,0.06061077686132742
875.0,0.07136117627617553
876.0,0.08485950896218417
877.0,0.10187342532286829
878.0,0.12325026666595526
879.0,0.14967612734466323
880.0,0.1810795046739407
881.0,0.21555929043013927
882.0,0.24831539448236656
883.0,0.2722968882586951
884.0,0.2819013508184694
885.0,0.2765422331145028
886.0,0.25938157041982596
887.0,0.23396174284947507
888.0,0.2037004732778096
889.0,0.17245698487768638
890.0,0.14357110266994014
891.0,0.11882058207429112
892.0,0.09853367011233233
893.0,0.08225352918223455
894.0,0.06927337826505375
895.0,0.05890434371625324
896.0,0.050568030859331155
897.0,0.04380852683672849
898.0,0.038276084069438825
899.0,0.03370495296459808
900.0,0.02989329302268114
901.0,0.026687120198619223
902.0,0.023968134703549894
903.0,0.021644697867409815
904.0,0.019645198087379013
905.0,0.01791317610633283
906.0,0.01640372998923638
907.0,0.01508084792762671
908.0,0.013915414984745439
909.0,0.0128837116769388
910.0,0.01196627377837397
911.0,0.01114701935086061
912.0,0.010412574986562203
913.0,0.009751751731263898
914.0,0.00915513435530824
915.0,0.008614757121697432
916.0,0.008123846057954775
917.0,0.007676612731964561
918.0,0.007268088194985819
919.0,0.0068939884615721436
920.0,0.0065506049104579
921.0,0.00623471450030126
922.0,0.0059435058337253465
923.0,0.005674517968986262
924.0,0.005425589540842502
925.0,0.005194816261896004
926.0,0.004980515270350893
927.0,0.00478119509754158
928.0,0.0045955302693674845
929.0,0.004422339745401045
930.0,0.0042605685495589974
931.0,0.004109272065673222
932.0,0.003967602566796845
933.0,0.003834797623790433
934.0,0.0037101701006271616
935.0,0.0035930994940120507
936.0,0.0034830244157249136
937.0,0.0033794360494439173
938.0,0.0032818724411587735
939.0,0.0031899135048028206
940.0,0.003103176643343014
941.0,0.0030213129010005293
942.0,0.002944003575119243
943.0,0.002870957226926175
944.0,0.002801907039417248
945.0,0.0027366084781610144
946.0,0.0026748372171927666
947.0,0.0026163872975756993
948.0,0.002561069490802709
949.0,0.002508709843140118
950.0,0.0024591483803883215
951.0,0.0024122379554508432
952.0,0.0023678432236440908
953.0,0.0023258397329161307
954.0,0.0022861131181361677
955.0,0.002248558390423553
956.0,0.0022130793141590015
957.0,0.0021795878659140702
958.0,0.002148003771101973
959.0,0.0021182541157537325
960.0,0.002090273032528272
961.0,0.0020640014619578277
962.0,0.0020393869921187203
963.0,0.0020163837825415403
964.0,0.0019949525814212145
965.0,0.0019750608493098306
966.0,0.001956683007823438
967.0,0.0019398008389560329
968.0,0.0019244040700561761
969.0,0.0019104911923579957
970.0,0.0018980705785589295
971.0,0.0018871619892951695
972.0,0.001877798592348145
973.0,0.0018700296661361988
974.0,0.0018639242263746056
975.0,0.0018595759099656202
976.0,0.0018571095844050914
977.0,0.0018566903384531052
978.0,0.0018585357657057559
979.0,0.00186293278520152
980.0,0.0018702606290666123
981.0,0.0018810219448766984
982.0,0.0018958838159674563
983.0,0.0019157287952944809
984.0,0.001941709932931321
985.0,0.0019752863929066375
986.0,0.002018172634605484
987.0,0.002072038023569716
988.0,0.0021376263892422358
989.0,0.002212836219175924
990.0,0.002289799406378124
991.0,0.0023532751234526224
992.0,0.002385611292682043
993.0,0.002378983105472061
994.0,0.002342396381386173
995.0,0.0022938546728789207
996.0,0.0022483460894032257
997.0,0.0022134584544317424
998.0,0.002191217755952701
999.0,0.0021809803358508986
1000.0,0.0021812762589043643
1001.0,0.0021906409247111117
1002.0,0.0022078946432058364
1003.0,0.002232188270692696
1004.0,0.0022629696426292303
1005.0,0.002299933830864839
1006.0,0.0023429790757565766
1007.0,0.0023921739832753297
1008.0,0.0024477359511023756
1009.0,0.0025100193075372544
1010.0,0.0025795116389834443
1011.0,0.002656837219595871
1012.0,0.0027427669811614895
1013.0,0.0028382349707365318
1014.0,0.0029443617303345888
1015.0,0.003062485520545752
1016.0,0.0031942028308308396
1017.0,0.003341420217005496
1018.0,0.0035064202857860976
1019.0,0.0036919459293586676
1020.0,0.003901309352245989
1021.0,0.004138535965010528
1022.0,0.004408554655276255
1023.0,0.004717443834699016
1024.0,0.005072748044886517
